congressional_district,County Name,Grade Band,Offers CS?,School District Name,School Id,School Name,School Type (group),Grades Hi,Grades Lo,Gradespan,School Type,School Year,Stage El,Stage Hi,Stage Mi,State,State name,Teaches Cs,Students - Asian,Students - Black,Students - Native American,Students - Hispanic/Latinx,Students - Pacific Islander,Students - Two or More Races,Students - White,urban_rural,Latitude,Longitude,num_students
7,Norfolk County,12-Sep,Yes,BROOKLINE,2.50E+11,BROOKLINE HIGH,public & charter,12,9,12-Sep,public,2019,0,1,0,MA,Massachusetts,Yes,48.57142857,23.28571429,0,33.71428571,0.285714286,29.14285714,161.2857143,Urban,42.332894,-71.128843,2083
9,Plymouth County,Mixed,No,SOUTH SHORE CHARTER PUBLIC (DISTRICT),2.50E+11,SOUTH SHORE CHARTER PUBLIC SCHOOL,public & charter,12,KG,KG - 12,charter,2019,1,1,1,MA,Massachusetts,No,8,46,0.428571429,5.857142857,0.285714286,12,70,Urban,42.156729,-70.881198,1001
1,Hampden County,12-Sep,No,SPRINGFIELD,2.51E+11,GATEWAY TO COLLEGE AT HOLYOKE COMMUNITY COLLEGE,public & charter,12,10,12-Oct,public,2019,0,1,0,MA,Massachusetts,No,0.142857143,0.571428571,0,3.285714286,0,0,0.571428571,Urban,42.194612,-72.652544,32
7,Suffolk County,12-Sep,No,BOSTON DAY AND EVENING ACADEMY CHARTER (DISTRICT),2.50E+11,BOSTON DAY AND EVENING ACADEMY CHARTER SCHOOL,public & charter,12,9,12-Sep,charter,2019,0,1,0,MA,Massachusetts,No,0.571428571,28.42857143,0.571428571,25.28571429,0,0.714285714,3.428571429,Urban,42.326972,-71.081831,414
6,Middlesex County,12-Sep,Yes,WILMINGTON,2.51E+11,WILMINGTON HIGH,public & charter,12,9,12-Sep,public,2019,0,1,0,MA,Massachusetts,Yes,6.285714286,1.714285714,0,5,0,3.428571429,98.71428571,Urban,42.555706,-71.16378,808
3,Essex County,12-Sep,Yes,METHUEN,2.51E+11,METHUEN HIGH,public & charter,12,9,12-Sep,public,2019,0,1,0,MA,Massachusetts,Yes,12.57142857,5.142857143,0.142857143,113.4285714,0.285714286,13.14285714,135.8571429,Urban,42.73266,-71.172074,1964
4,Bristol County,12-Sep,Yes,NORTON,2.51E+11,NORTON HIGH,public & charter,12,9,12-Sep,public,2019,0,1,0,MA,Massachusetts,Yes,2.428571429,1.571428571,0,3.571428571,0.285714286,1.714285714,90.71428571,Urban,41.960539,-71.196538,702
9,Plymouth County,12-Sep,Yes,NORWELL,2.51E+11,NORWELL HIGH,public & charter,12,9,12-Sep,public,2019,0,1,0,MA,Massachusetts,Yes,2.285714286,0.714285714,0,2,0.285714286,1.571428571,89.42857143,Urban,42.156312,-70.838596,674
1,Berkshire County,12-Sep,Yes,NORTHERN BERKSHIRE REGIONAL VOCATIONAL TECHNICAL,2.51E+11,CHARLES MCCANN VOCATIONAL TECHNICAL,public & charter,12,9,12-Sep,public,2019,0,1,0,MA,Massachusetts,Yes,0.285714286,0.428571429,0,1,0,1.857142857,68.85714286,Rural,42.66433,-73.100772,507
1,Worcester County,12-Sep,Yes,DUDLEY-CHARLTON REG,2.50E+11,SHEPHERD HILL REGIONAL HIGH,public & charter,12,9,12-Sep,public,2019,0,1,0,MA,Massachusetts,Yes,2.428571429,2.714285714,0.285714286,13.57142857,0.142857143,3.285714286,127.1428571,Urban,42.053622,-71.917946,1048
9,Barnstable County,12-Sep,Yes,BOURNE,2.50E+11,BOURNE HIGH SCHOOL,public & charter,12,9,12-Sep,public,2019,0,1,0,MA,Massachusetts,Yes,1.857142857,0.714285714,0.428571429,3.142857143,0.142857143,1.857142857,57.71428571,Urban,41.738896,-70.59254,461
9,Barnstable County,12-Sep,Yes,MASHPEE,2.51E+11,MASHPEE HIGH,public & charter,12,9,12-Sep,public,2019,0,1,0,MA,Massachusetts,Yes,2,3.571428571,3.714285714,2.714285714,0.142857143,3.428571429,49.28571429,Urban,41.614857,-70.506235,454
3,Middlesex County,12-Sep,Yes,MARLBOROUGH,2.51E+11,MARLBOROUGH HIGH,public & charter,12,9,12-Sep,public,2019,0,1,0,MA,Massachusetts,Yes,2.857142857,4.714285714,0.142857143,83,0,2.857142857,56.42857143,Urban,42.363279,-71.545074,1050
9,Plymouth County,12-Sep,Yes,PEMBROKE,2.51E+11,PEMBROKE HIGH SCHOOL,public & charter,12,9,12-Sep,public,2019,0,1,0,MA,Massachusetts,Yes,2,0.857142857,0,1.571428571,0.142857143,1,110.8571429,Rural,42.053541,-70.797845,816
4,Norfolk County,12-Sep,Yes,NEEDHAM,2.51E+11,NEEDHAM HIGH,public & charter,12,9,12-Sep,public,2019,0,1,0,MA,Massachusetts,Yes,19.42857143,5,0.285714286,11.85714286,0.142857143,11,188.8571429,Urban,42.286816,-71.23119,1658
1,Hampden County,12-Sep,Yes,WEST SPRINGFIELD,2.51E+11,WEST SPRINGFIELD HIGH,public & charter,12,9,12-Sep,public,2019,0,1,0,MA,Massachusetts,Yes,12.85714286,7.428571429,0.285714286,35.14285714,0,3.857142857,116.4285714,Urban,42.122225,-72.640894,1232
1,Hampden County,Mixed,Yes,SPRINGFIELD,2.51E+11,JOHN J DUGGAN MIDDLE,public & charter,12,6,12-Jun,public,2019,0,1,1,MA,Massachusetts,Yes,2.142857143,30,0.428571429,62.28571429,0,1.428571429,14.57142857,Urban,42.114295,-72.526619,776
9,Barnstable County,12-Sep,Yes,NAUSET,2.50E+11,NAUSET REGIONAL HIGH,public & charter,12,9,12-Sep,public,2019,0,1,0,MA,Massachusetts,Yes,3.571428571,8,0.142857143,4.571428571,0.142857143,4.714285714,107.1428571,Rural,41.85928,-69.969012,900
7,Suffolk County,Mixed,Yes,BOSTON PREPARATORY CHARTER PUBLIC (DISTRICT),2.50E+11,BOSTON PREPARATORY CHARTER PUBLIC SCHOOL,public & charter,12,6,12-Jun,charter,2019,0,1,1,MA,Massachusetts,Yes,0.428571429,55.28571429,0.142857143,22.71428571,0.142857143,2.571428571,1.714285714,Urban,42.262177,-71.110433,581
1,Worcester County,12-Sep,Yes,TANTASQUA,2.51E+11,TANTASQUA REGIONAL SR HIGH,public & charter,12,9,12-Sep,public,2019,0,1,0,MA,Massachusetts,Yes,1.714285714,1.428571429,0.142857143,5.714285714,0,4.571428571,88.57142857,Rural,42.160419,-72.131885,715
5,Middlesex County,12-Sep,Yes,WALTHAM,2.51E+11,WALTHAM SR HIGH,public & charter,12,9,12-Sep,public,2019,0,1,0,MA,Massachusetts,Yes,8.857142857,23.85714286,0.285714286,106.2857143,0,4.428571429,92.42857143,Urban,42.39459,-71.229606,1654
3,Middlesex County,Mixed,No,COLLEGIATE CHARTER SCHOOL OF LOWELL (DISTRICT),2.50E+11,COLLEGIATE CHARTER SCHOOL OF LOWELL,public & charter,9,KG,KG - 09,charter,2019,1,1,1,MA,Massachusetts,No,36.28571429,26.71428571,0.142857143,47.14285714,0,4.428571429,18.42857143,Urban,42.636756,-71.359121,932
6,Essex County,12-Sep,Yes,MANCHESTER ESSEX REGIONAL,2.50E+11,MANCHESTER ESSEX REGIONAL HIGH SCHOOL,public & charter,12,9,12-Sep,public,2019,0,1,0,MA,Massachusetts,Yes,1,0,0,1,0,0.428571429,66.57142857,Urban,42.582396,-70.765846,483
6,Essex County,12-Sep,Yes,MASCONOMET,2.51E+11,MASCONOMET REGIONAL HIGH SCHOOL,public & charter,12,9,12-Sep,public,2019,0,1,0,MA,Massachusetts,Yes,6.714285714,0.571428571,0.142857143,4.285714286,0.285714286,3.428571429,148,Urban,42.627137,-70.975855,1144
4,Middlesex County,12-Sep,Yes,HOPKINTON,2.51E+11,HOPKINTON HIGH,public & charter,12,9,12-Sep,public,2019,0,1,0,MA,Massachusetts,Yes,24.57142857,2,0.714285714,4,0,3.428571429,140.8571429,Urban,42.217873,-71.519082,1229
7,Suffolk County,12-Sep,No,PHOENIX CHARTER ACADEMY (DISTRICT),2.50E+11,PHOENIX CHARTER ACADEMY,public & charter,12,9,12-Sep,charter,2019,0,1,0,MA,Massachusetts,No,0,3.285714286,0.428571429,26.14285714,0,0,1,Urban,42.392452,-71.033905,216
8,Plymouth County,12-Sep,No,BROCKTON,2.50E+11,EDISON ACADEMY,public & charter,12,9,12-Sep,public,2019,0,1,0,MA,Massachusetts,No,0.142857143,24.85714286,0,6.571428571,0.142857143,1,2.857142857,Urban,42.067216,-71.044157,249
1,Hampden County,Mixed,Yes,HAMPDEN CHARTER SCHOOL OF SCIENCE EAST (DISTRICT),2.50E+11,HAMPDEN CHARTER SCHOOL OF SCIENCE EAST,public & charter,12,6,12-Jun,charter,2019,0,1,1,MA,Massachusetts,Yes,1.428571429,23.71428571,0.142857143,24.42857143,0,2.142857143,23,Urban,42.19709,-72.563194,524
6,Essex County,12-Sep,Yes,AMESBURY,2.50E+11,AMESBURY HIGH,public & charter,12,9,12-Sep,public,2019,0,1,0,MA,Massachusetts,Yes,1,1.142857143,0,4.428571429,0,2.857142857,66.14285714,Urban,42.850888,-70.942553,529
2,Worcester County,12-Sep,Yes,WORCESTER,2.51E+11,WORCESTER TECHNICAL HIGH,public & charter,12,9,12-Sep,public,2019,0,1,0,MA,Massachusetts,Yes,16.71428571,34.85714286,0.285714286,76.85714286,0.142857143,7,73.57142857,Urban,42.276619,-71.777579,1466
7,Suffolk County,12-Sep,Yes,BOSTON,2.50E+11,BOSTON ADULT ACADEMY,public & charter,12,11,12-Nov,public,2019,0,1,0,MA,Massachusetts,Yes,1.142857143,13.71428571,0,10.57142857,0,0.714285714,0,Urban,42.348671,-71.068159,183
9,Dukes County,Mixed,No,MARTHA'S VINEYARD CHARTER (DISTRICT),2.50E+11,MARTHA'S VINEYARD CHARTER SCHOOL,public & charter,12,KG,KG - 12,charter,2019,1,1,1,MA,Massachusetts,No,0.142857143,0.428571429,0.428571429,2.428571429,0,2.142857143,19,Rural,41.419303,-70.664466,172
6,Essex County,12-Sep,Yes,NEWBURYPORT,2.51E+11,NEWBURYPORT HIGH,public & charter,12,9,12-Sep,public,2019,0,1,0,MA,Massachusetts,Yes,2.571428571,0.285714286,0.142857143,4,0,2.714285714,104,Urban,42.813067,-70.886584,797
7,Suffolk County,Mixed,Yes,CODMAN ACADEMY CHARTER PUBLIC (DISTRICT),2.50E+11,CODMAN ACADEMY CHARTER PUBLIC SCHOOL,public & charter,12,PK,PK - 12,charter,2019,1,1,1,MA,Massachusetts,Yes,0,36.85714286,0.142857143,10.28571429,0,0.571428571,0.571428571,Urban,42.289796,-71.071261,339
1,Hampden County,Mixed,No,SPRINGFIELD,2.51E+11,THE SPRINGFIELD RENAISSANCE SCHOOL AN EXPEDITIONARY LEARNING,public & charter,12,6,12-Jun,public,2019,0,1,1,MA,Massachusetts,No,1.571428571,22.71428571,0,50.71428571,0.142857143,1.571428571,16.14285714,Urban,42.1333,-72.57326,650
3,Middlesex County,Mixed,No,FRANCIS W. PARKER CHARTER ESSENTIAL (DISTRICT),2.50E+11,FRANCIS W. PARKER CHARTER ESSENTIAL SCHOOL,public & charter,12,7,12-Jul,charter,2019,0,1,1,MA,Massachusetts,No,1.142857143,0.714285714,0.142857143,1.714285714,0,3.285714286,49.28571429,Urban,42.548649,-71.606549,397
3,Worcester County,12-Sep,No,WINCHENDON,2.51E+11,MURDOCK ACADEMY FOR SUCCESS,public & charter,12,9,12-Sep,public,2019,0,1,0,MA,Massachusetts,No,0,0.285714286,0,0,0,0.285714286,4.285714286,Urban,42.686789,-72.053735,34
3,Middlesex County,12-Sep,Yes,ACTON-BOXBOROUGH,2.50E+11,ACTON-BOXBOROUGH REGIONAL HIGH,public & charter,12,9,12-Sep,public,2019,0,1,0,MA,Massachusetts,Yes,86.42857143,6.714285714,0.571428571,11.42857143,0,11.57142857,142.2857143,Urban,42.4801,-71.45815,1814
2,Franklin County,Mixed,No,GREENFIELD,2.51E+11,GREENFIELD HIGH,public & charter,12,8,12-Aug,public,2019,0,1,1,MA,Massachusetts,No,1.714285714,1.857142857,0.142857143,14.42857143,0,4.857142857,46,Rural,42.605244,-72.59456,484
1,Hampden County,12-Sep,No,SPRINGFIELD,2.51E+11,SPRINGFIELD INTERNATIONAL ACADEMY AT SCI-TECH,public & charter,10,9,10-Sep,public,2019,0,1,0,MA,Massachusetts,No,0.285714286,0.428571429,0,6.428571429,0,0,0.142857143,Urban,42.118115,-72.550205,51
6,Essex County,12-Sep,No,SALEM,2.51E+11,NEW LIBERTY INNOVATION SCHOOL,public & charter,12,9,12-Sep,public,2019,0,1,0,MA,Massachusetts,No,0,0.428571429,0,3.571428571,0,0.285714286,2.714285714,Urban,42.522295,-70.893214,49
3,Worcester County,Mixed,Yes,HARVARD,2.51E+11,BROMFIELD,public & charter,12,6,12-Jun,public,2019,0,1,1,MA,Massachusetts,Yes,10,1.857142857,0,4.142857143,0,2.714285714,69.57142857,Rural,42.498337,-71.585263,619
3,Worcester County,12-Sep,Yes,ASHBURNHAM-WESTMINSTER,2.50E+11,OAKMONT REGIONAL HIGH SCHOOL,public & charter,12,9,12-Sep,public,2019,0,1,0,MA,Massachusetts,Yes,1.428571429,0.142857143,0,2.285714286,0,1.571428571,89.71428571,Rural,42.603784,-71.922342,667
3,Middlesex County,12-Sep,Yes,CHELMSFORD,2.50E+11,CHELMSFORD HIGH,public & charter,12,9,12-Sep,public,2019,0,1,0,MA,Massachusetts,Yes,31.42857143,6.857142857,0,8,0.428571429,4.714285714,150.2857143,Urban,42.621488,-71.375602,1412
4,Bristol County,12-Sep,Yes,BRISTOL-PLYMOUTH REGIONAL VOCATIONAL TECHNICAL,2.50E+11,BRISTOL-PLYMOUTH VOCATIONAL TECHNICAL,public & charter,12,9,12-Sep,public,2019,0,1,0,MA,Massachusetts,Yes,1.285714286,5.428571429,1.142857143,11.71428571,0,7.142857143,159.5714286,Urban,41.879162,-71.056566,1305
7,Middlesex County,Mixed,Yes,PIONEER CHARTER SCHOOL OF SCIENCE (DISTRICT),2.50E+11,PIONEER CHARTER SCHOOL OF SCIENCE,public & charter,12,KG,KG - 12,charter,2019,1,1,1,MA,Massachusetts,Yes,8.428571429,28.14285714,2,34,0,1.857142857,38.85714286,Urban,42.408071,-71.051077,793
2,Worcester County,12-Sep,Yes,GRAFTON,2.51E+11,GRAFTON HIGH SCHOOL,public & charter,12,9,12-Sep,public,2019,0,1,0,MA,Massachusetts,Yes,12.71428571,2.428571429,0,4.857142857,0,3.428571429,101.1428571,Urban,42.210278,-71.695101,872
7,Suffolk County,Mixed,Yes,BOSTON COLLEGIATE CHARTER (DISTRICT),2.50E+11,BOSTON COLLEGIATE CHARTER SCHOOL,public & charter,12,5,12-May,charter,2019,1,1,1,MA,Massachusetts,Yes,1.714285714,32.28571429,0.285714286,18,0,2.714285714,44,Urban,42.321694,-71.060821,693
3,Essex County,12-Sep,Yes,GREATER LAWRENCE REGIONAL VOCATIONAL TECHNICAL,2.51E+11,GR LAWRENCE REGIONAL VOCATIONAL TECHNICAL,public & charter,12,9,12-Sep,public,2019,0,1,0,MA,Massachusetts,Yes,3.142857143,2.285714286,0.428571429,189.2857143,0,0.142857143,32,Urban,42.690888,-71.194832,1591
8,Plymouth County,12-Sep,No,BROCKTON,2.50E+11,FREDERICK DOUGLASS ACADEMY,public & charter,12,9,12-Sep,public,2019,0,1,0,MA,Massachusetts,No,0,1.142857143,0,0.714285714,0,0.142857143,0.142857143,Urban,42.082438,-71.023534,15
3,Middlesex County,12-Sep,Yes,DRACUT,2.50E+11,DRACUT SENIOR HIGH,public & charter,12,9,12-Sep,public,2019,0,1,0,MA,Massachusetts,Yes,10,11.14285714,1.142857143,8.285714286,0,3,91.71428571,Urban,42.674583,-71.335956,877
4,Norfolk County,Mixed,Yes,FOXBOROUGH REGIONAL CHARTER (DISTRICT),2.50E+11,FOXBOROUGH REGIONAL CHARTER SCHOOL,public & charter,12,KG,KG - 12,charter,2019,1,1,1,MA,Massachusetts,Yes,24,117,0.714285714,12.85714286,0.571428571,12.14285714,69.57142857,Urban,42.057287,-71.244753,1658
2,Worcester County,12-Sep,Yes,LEICESTER,2.51E+11,LEICESTER HIGH,public & charter,12,9,12-Sep,public,2019,0,1,0,MA,Massachusetts,Yes,1.714285714,3.142857143,0.142857143,6.714285714,0.142857143,2.142857143,53,Urban,42.253225,-71.904959,471
9,Plymouth County,12-Sep,Yes,HANOVER,2.51E+11,HANOVER HIGH,public & charter,12,9,12-Sep,public,2019,0,1,0,MA,Massachusetts,Yes,3.142857143,0.857142857,0,1.285714286,0,0,104.5714286,Urban,42.130412,-70.869951,769
8,Norfolk County,Mixed,No,HOLBROOK,2.51E+11,HOLBROOK MIDDLE HIGH SCHOOL,public & charter,12,6,12-Jun,public,2019,0,1,1,MA,Massachusetts,No,5.428571429,21.14285714,0.428571429,12.42857143,0,6.857142857,43.57142857,Urban,42.149041,-71.005442,630
3,Worcester County,12-Sep,Yes,WINCHENDON,2.51E+11,MURDOCK HIGH SCHOOL,public & charter,12,9,12-Sep,public,2019,0,1,0,MA,Massachusetts,Yes,1.857142857,0.428571429,0.142857143,2.857142857,0,1,31,Rural,42.698999,-72.043654,261
4,Plymouth County,12-Sep,Yes,FREETOWN-LAKEVILLE,2.51E+11,APPONEQUET REGIONAL HIGH,public & charter,12,9,12-Sep,public,2019,0,1,0,MA,Massachusetts,Yes,1,1.142857143,0,2.428571429,0.285714286,1.142857143,98.57142857,Urban,41.792255,-70.983216,732
4,Bristol County,12-Sep,Yes,EASTON,2.50E+11,OLIVER AMES HIGH,public & charter,12,9,12-Sep,public,2019,0,1,0,MA,Massachusetts,Yes,5.428571429,11.71428571,0.428571429,7.857142857,0.142857143,4.857142857,128.7142857,Urban,42.05522,-71.111386,1114
3,Worcester County,Mixed,Yes,FITCHBURG,2.50E+11,FITCHBURG HIGH,public & charter,12,9,12-Sep,public,2019,1,1,0,MA,Massachusetts,Yes,10,13.28571429,0,86.28571429,0,13.57142857,51.28571429,Rural,42.62154,-71.80762,1221
1,Hampden County,12-Sep,Yes,WESTFIELD,2.51E+11,WESTFIELD TECHNICAL ACADEMY,public & charter,12,9,12-Sep,public,2019,0,1,0,MA,Massachusetts,Yes,1.142857143,1.142857143,0.142857143,8.714285714,0.142857143,1.571428571,68.28571429,Urban,42.124731,-72.761787,568
5,Middlesex County,12-Sep,Yes,ARLINGTON,2.50E+11,ARLINGTON HIGH,public & charter,12,9,12-Sep,public,2019,0,1,0,MA,Massachusetts,Yes,21,8.142857143,0,12,0.142857143,9.714285714,150,Urban,42.417977,-71.16177,1411
9,Barnstable County,12-Sep,Yes,STURGIS CHARTER PUBLIC (DISTRICT),2.50E+11,STURGIS CHARTER PUBLIC SCHOOL,public & charter,12,9,12-Sep,charter,2019,0,1,0,MA,Massachusetts,Yes,4.428571429,2.714285714,0.428571429,6.571428571,0,2.714285714,101.5714286,Urban,41.651764,-70.285117,832
3,Middlesex County,12-Sep,Yes,GREATER LOWELL REGIONAL VOCATIONAL TECHNICAL,2.51E+11,GR LOWELL REGIONAL VOCATIONAL TECHNICAL,public & charter,12,9,12-Sep,public,2019,0,1,0,MA,Massachusetts,Yes,52.71428571,13.71428571,0.714285714,114,0,8.571428571,133.8571429,Urban,42.653956,-71.385874,2271
7,Suffolk County,Mixed,Yes,EXCEL ACADEMY CHARTER (DISTRICT),2.50E+11,EXCEL ACADEMY CHARTER SCHOOL,public & charter,12,5,12-May,charter,2019,1,1,1,MA,Massachusetts,Yes,2,11.85714286,1.285714286,155.2857143,0.714285714,1.142857143,23.42857143,Urban,42.382943,-71.018958,1370
1,Hampden County,12-Sep,Yes,PATHFINDER REGIONAL VOCATIONAL TECHNICAL,2.51E+11,PATHFINDER VOCATIONAL TECHNICAL,public & charter,12,9,12-Sep,public,2019,0,1,0,MA,Massachusetts,Yes,0.285714286,1,0.142857143,4.142857143,0,2.714285714,80.71428571,Urban,42.186368,-72.35222,626
1,Hampden County,Mixed,No,SPRINGFIELD,2.51E+11,CONSERVATORY OF THE ARTS,public & charter,12,6,12-Jun,public,2019,0,1,1,MA,Massachusetts,No,0,6.857142857,0.142857143,33.28571429,0,1,5.857142857,Urban,42.105612,-72.580545,330
7,Suffolk County,12-Sep,No,BOSTON,2.50E+11,ANOTHER COURSE TO COLLEGE,public & charter,12,9,12-Sep,public,2019,0,1,0,MA,Massachusetts,No,0.285714286,16.28571429,0.142857143,13.14285714,0,0.428571429,2.857142857,Urban,42.265168,-71.117736,232
1,Berkshire County,Mixed,Yes,NORTH ADAMS,2.51E+11,DRURY HIGH,public & charter,12,7,12-Jul,public,2019,0,1,1,MA,Massachusetts,Yes,0.428571429,1.857142857,0.142857143,3.857142857,0.285714286,5.142857143,65.71428571,Urban,42.6698,-73.096031,542
4,Norfolk County,12-Sep,Yes,FOXBOROUGH,2.50E+11,FOXBOROUGH HIGH,public & charter,12,9,12-Sep,public,2019,0,1,0,MA,Massachusetts,Yes,3.285714286,7.571428571,0.571428571,6.285714286,0,2.142857143,93.42857143,Urban,42.054555,-71.250115,793
9,Plymouth County,12-Sep,Yes,DUXBURY,2.50E+11,DUXBURY HIGH,public & charter,12,9,12-Sep,public,2019,0,1,0,MA,Massachusetts,Yes,2,0.428571429,0.142857143,3,0,4.142857143,130.4285714,Urban,42.046683,-70.679012,981
2,Worcester County,12-Sep,Yes,MA ACADEMY FOR MATH AND SCIENCE,2.50E+11,MA ACADEMY FOR MATH AND SCIENCE SCHOOL,public & charter,12,11,12-Nov,public,2019,0,1,0,MA,Massachusetts,Yes,7.571428571,0.428571429,0,0.142857143,0,0.714285714,5.142857143,Urban,42.276103,-71.799826,99
4,Bristol County,Mixed,Yes,TAUNTON,2.51E+11,TAUNTON HIGH,public & charter,12,8,12-Aug,public,2019,0,1,1,MA,Massachusetts,Yes,6,72.14285714,0.857142857,49.85714286,0.714285714,16.14285714,235.4285714,Urban,41.901542,-71.071216,2669
2,Hampshire County,12-Sep,Yes,NORTHAMPTON,2.51E+11,NORTHAMPTON HIGH,public & charter,12,9,12-Sep,public,2019,0,1,0,MA,Massachusetts,Yes,3.857142857,3.142857143,0.285714286,16.57142857,0,6.714285714,94.85714286,Urban,42.325189,-72.650824,878
6,Essex County,12-Sep,Yes,DANVERS,2.50E+11,DANVERS HIGH,public & charter,12,9,12-Sep,public,2019,0,1,0,MA,Massachusetts,Yes,3.714285714,2.571428571,0,10.57142857,0,3.142857143,106.8571429,Urban,42.582671,-70.931744,889
6,Essex County,Mixed,Yes,LYNN,2.51E+11,LYNN VOCATIONAL TECHNICAL INSTITUTE,public & charter,12,PK,PK - 12,public,2019,1,1,1,MA,Massachusetts,Yes,0,0,0,0,0,0,0,Urban,42.45955,-70.954842,1451
4,Norfolk County,Mixed,Yes,BELLINGHAM,2.50E+11,BELLINGHAM HIGH SCHOOL,public & charter,12,8,12-Aug,public,2019,0,1,1,MA,Massachusetts,Yes,3.571428571,3.142857143,0.285714286,5.428571429,0,3.142857143,91,Urban,42.07498,-71.4691,746
5,Middlesex County,12-Sep,Yes,WINCHESTER,2.51E+11,WINCHESTER HIGH SCHOOL,public & charter,12,9,12-Sep,public,2019,0,1,0,MA,Massachusetts,Yes,38.28571429,3,0.571428571,7.857142857,0.285714286,7.285714286,145.1428571,Urban,42.456771,-71.1345,1418
